telegram_index,n_cited,citation_class
18663_gcn,0,0
8367_atel,6,1
8368_atel,0,0
18665_gcn,0,0
8374_atel,53,2
8373_atel,0,0
18672_gcn,1,0
18671_gcn,0,0
18670_gcn,1,0
8376_atel,1,0
18669_gcn,0,0
18668_gcn,0,0
8375_atel,0,0
18667_gcn,0,0
18664_gcn,0,0
18666_gcn,2,0
8379_atel,0,0
8380_atel,1,0
8378_atel,26,2
18673_gcn,0,0
8381_atel,0,0
8377_atel,0,0
18674_gcn,0,0
8385_atel,1,0
8384_atel,0,0
8387_atel,0,0
8383_atel,0,0
8386_atel,0,0
8382_atel,32,2
8388_atel,0,0
8389_atel,0,0
8390_atel,0,0
8391_atel,1,0
18675_gcn,2,0
18676_gcn,0,0
18678_gcn,5,1
18680_gcn,1,0
18681_gcn,0,0
18682_gcn,0,0
8393_atel,0,0
18683_gcn,0,0
18684_gcn,0,0
8392_atel,1,0
8395_atel,32,2
18679_gcn,2,0
8396_atel,2,0
18677_gcn,0,0
8399_atel,1,0
8397_atel,0,0
8398_atel,0,0
8400_atel,3,1
18687_gcn,2,0
18686_gcn,0,0
18685_gcn,4,1
8402_atel,0,0
8403_atel,0,0
8404_atel,0,0
8401_atel,22,2
18689_gcn,0,0
18688_gcn,0,0
8405_atel,0,0
18690_gcn,0,0
8408_atel,0,0
8407_atel,0,0
8406_atel,0,0
8412_atel,0,0
8411_atel,23,2
8410_atel,2,0
8409_atel,1,0
8417_atel,0,0
18691_gcn,10,1
18692_gcn,5,1
18693_gcn,1,0
18694_gcn,3,1
18695_gcn,1,0
18696_gcn,1,0
18698_gcn,0,0
8416_atel,0,0
18699_gcn,0,0
8413_atel,6,1
8415_atel,5,1
8418_atel,0,0
18697_gcn,0,0
8414_atel,0,0
8421_atel,1,0
8420_atel,0,0
8419_atel,0,0
8422_atel,0,0
18702_gcn,0,0
18701_gcn,1,0
18704_gcn,0,0
18700_gcn,0,0
18703_gcn,0,0
18705_gcn,0,0
8425_atel,2,0
8426_atel,0,0
8427_atel,0,0
8424_atel,0,0
8423_atel,1,0
18709_gcn,0,0
18708_gcn,0,0
18707_gcn,0,0
18706_gcn,0,0
8435_atel,1,0
8437_atel,3,1
8432_atel,0,0
8431_atel,0,0
8430_atel,1,0
8429_atel,1,0
8428_atel,0,0
8436_atel,3,1
8433_atel,0,0
8434_atel,4,1
8439_atel,2,0
8442_atel,0,0
8441_atel,0,0
8440_atel,0,0
8438_atel,21,2
18710_gcn,0,0
8443_atel,0,0
8446_atel,1,0
8444_atel,0,0
18711_gcn,1,0
18712_gcn,1,0
18713_gcn,0,0
18714_gcn,0,0
8445_atel,6,1
18715_gcn,2,0
8450_atel,0,0
8449_atel,0,0
8448_atel,0,0
8447_atel,0,0
8457_atel,21,2
8456_atel,0,0
8455_atel,22,2
8460_atel,0,0
8454_atel,22,2
8453_atel,23,2
8452_atel,0,0
8451_atel,0,0
18716_gcn,18,2
8459_atel,18,2
18717_gcn,5,1
18718_gcn,4,1
8458_atel,20,2
8463_atel,1,0
18720_gcn,1,0
8461_atel,1,0
18721_gcn,5,1
8462_atel,15,2
8464_atel,5,1
8465_atel,0,0
18723_gcn,0,0
18722_gcn,0,0
18724_gcn,2,0
8467_atel,0,0
18728_gcn,7,1
8466_atel,16,2
8468_atel,9,1
18729_gcn,4,1
18726_gcn,0,0
18725_gcn,0,0
18730_gcn,0,0
18727_gcn,3,1
18738_gcn,0,0
18736_gcn,0,0
18737_gcn,0,0
18731_gcn,5,1
18732_gcn,0,0
18733_gcn,0,0
8469_atel,0,0
8470_atel,3,1
18739_gcn,5,1
18735_gcn,0,0
18734_gcn,2,0
18756_gcn,0,0
8471_atel,0,0
18760_gcn,0,0
18759_gcn,1,0
18758_gcn,0,0
8472_atel,0,0
18757_gcn,0,0
18755_gcn,0,0
18754_gcn,1,0
18753_gcn,0,0
18751_gcn,0,0
18752_gcn,0,0
18749_gcn,0,0
18748_gcn,0,0
18747_gcn,0,0
18746_gcn,0,0
18745_gcn,6,1
18744_gcn,0,0
18743_gcn,2,0
18742_gcn,3,1
18741_gcn,0,0
18740_gcn,0,0
18750_gcn,2,0
18776_gcn,0,0
18773_gcn,2,0
8479_atel,2,0
8478_atel,35,2
18765_gcn,0,0
8476_atel,35,2
8475_atel,14,2
8474_atel,0,0
8473_atel,0,0
8477_atel,1,0
18775_gcn,1,0
18762_gcn,10,1
18771_gcn,1,0
18770_gcn,1,0
18769_gcn,2,0
18768_gcn,1,0
18777_gcn,3,1
18767_gcn,3,1
18766_gcn,0,0
18764_gcn,0,0
18763_gcn,0,0
18761_gcn,0,0
18778_gcn,3,1
18772_gcn,0,0
18774_gcn,0,0
18791_gcn,0,0
18780_gcn,0,0
18781_gcn,1,0
18790_gcn,0,0
18792_gcn,0,0
18789_gcn,0,0
8489_atel,13,1
18787_gcn,3,1
8486_atel,0,0
8484_atel,1,0
8487_atel,3,1
8488_atel,1,0
18783_gcn,4,1
8490_atel,0,0
8483_atel,3,1
18788_gcn,0,0
8482_atel,15,2
8481_atel,0,0
18782_gcn,3,1
18779_gcn,0,0
8485_atel,0,0
18786_gcn,4,1
18785_gcn,2,0
8480_atel,0,0
18784_gcn,0,0
18793_gcn,5,1
18794_gcn,0,0
18795_gcn,2,0
8491_atel,0,0
8492_atel,0,0
18799_gcn,0,0
8494_atel,13,1
18796_gcn,2,0
18797_gcn,0,0
18798_gcn,0,0
18800_gcn,0,0
8493_atel,0,0
8495_atel,1,0
8496_atel,0,0
8497_atel,0,0
18802_gcn,0,0
18805_gcn,0,0
18801_gcn,2,0
18803_gcn,0,0
18809_gcn,0,0
18808_gcn,0,0
18807_gcn,0,0
18806_gcn,0,0
18804_gcn,0,0
18812_gcn,0,0
8498_atel,0,0
8499_atel,12,1
8500_atel,10,1
8501_atel,10,1
8502_atel,1,0
18811_gcn,6,1
18810_gcn,0,0
18818_gcn,1,0
8503_atel,0,0
8504_atel,2,0
8505_atel,0,0
8506_atel,1,0
18819_gcn,0,0
18814_gcn,0,0
18820_gcn,2,0
18813_gcn,0,0
18822_gcn,0,0
18823_gcn,0,0
18824_gcn,1,0
18817_gcn,6,1
18816_gcn,7,1
18821_gcn,2,0
18815_gcn,13,1
18826_gcn,0,0
18828_gcn,0,0
8507_atel,9,1
18832_gcn,0,0
18827_gcn,0,0
18831_gcn,0,0
18830_gcn,0,0
18829_gcn,0,0
18825_gcn,0,0
8508_atel,7,1
8509_atel,5,1
8511_atel,0,0
18834_gcn,0,0
18835_gcn,1,0
18836_gcn,1,0
18833_gcn,0,0
8510_atel,6,1
8512_atel,5,1
8513_atel,5,1
18837_gcn,1,0
18838_gcn,0,0
18844_gcn,2,0
8514_atel,0,0
8515_atel,3,1
8516_atel,3,1
8517_atel,4,1
8518_atel,0,0
18839_gcn,3,1
18840_gcn,0,0
18841_gcn,0,0
18842_gcn,0,0
18845_gcn,1,0
18846_gcn,0,0
18847_gcn,0,0
18848_gcn,2,0
18849_gcn,0,0
8523_atel,0,0
8522_atel,0,0
8521_atel,0,0
8520_atel,2,0
8519_atel,3,1
18850_gcn,0,0
8524_atel,0,0
8525_atel,0,0
8526_atel,0,0
8527_atel,0,0
8529_atel,16,2
8528_atel,1,0
18851_gcn,1,0
8532_atel,0,0
18852_gcn,1,0
8530_atel,3,1
8531_atel,0,0
18856_gcn,0,0
8535_atel,0,0
8534_atel,0,0
18855_gcn,1,0
18854_gcn,0,0
8536_atel,1,0
8533_atel,2,0
18853_gcn,0,0
8538_atel,0,0
18860_gcn,0,0
8537_atel,1,0
8539_atel,0,0
18859_gcn,3,1
18858_gcn,2,0
18857_gcn,0,0
8540_atel,0,0
18863_gcn,0,0
18864_gcn,1,0
8543_atel,0,0
18862_gcn,0,0
8542_atel,11,1
18865_gcn,0,0
18866_gcn,0,0
18867_gcn,0,0
18868_gcn,0,0
8541_atel,0,0
18861_gcn,3,1
18869_gcn,0,0
18870_gcn,0,0
18871_gcn,1,0
8545_atel,0,0
8551_atel,0,0
8547_atel,14,2
8553_atel,2,0
8548_atel,0,0
8552_atel,0,0
8550_atel,13,1
8549_atel,0,0
8544_atel,0,0
8546_atel,0,0
8555_atel,0,0
8554_atel,4,1
18872_gcn,0,0
18877_gcn,5,1
18878_gcn,6,1
8558_atel,0,0
18874_gcn,2,0
18873_gcn,0,0
18875_gcn,13,1
18880_gcn,2,0
18876_gcn,0,0
18882_gcn,2,0
8557_atel,0,0
8556_atel,1,0
18881_gcn,1,0
8562_atel,0,0
8561_atel,0,0
8559_atel,4,1
18891_gcn,0,0
8560_atel,0,0
18889_gcn,0,0
18883_gcn,1,0
18890_gcn,0,0
18885_gcn,3,1
18886_gcn,1,0
18887_gcn,0,0
18888_gcn,1,0
18884_gcn,3,1
18899_gcn,1,0
18895_gcn,4,1
18896_gcn,1,0
18893_gcn,10,1
18897_gcn,0,0
18898_gcn,0,0
18892_gcn,0,0
18894_gcn,0,0
18903_gcn,0,0
18902_gcn,1,0
18901_gcn,2,0
18900_gcn,0,0
18907_gcn,0,0
18905_gcn,0,0
8563_atel,1,0
8567_atel,2,0
8564_atel,0,0
18904_gcn,0,0
8565_atel,2,0
8566_atel,3,1
18906_gcn,0,0
8568_atel,0,0
18919_gcn,0,0
8571_atel,0,0
18918_gcn,1,0
18917_gcn,4,1
18908_gcn,0,0
18909_gcn,0,0
18910_gcn,0,0
18911_gcn,0,0
18912_gcn,9,1
18913_gcn,0,0
8569_atel,2,0
8570_atel,1,0
18914_gcn,0,0
18916_gcn,0,0
8576_atel,0,0
8573_atel,0,0
8572_atel,0,0
8577_atel,3,1
8578_atel,9,1
8579_atel,2,0
8580_atel,0,0
8575_atel,18,2
8574_atel,0,0
18923_gcn,0,0
18925_gcn,0,0
18922_gcn,0,0
18921_gcn,0,0
18920_gcn,1,0
18931_gcn,0,0
18930_gcn,0,0
18929_gcn,0,0
18928_gcn,0,0
18927_gcn,4,1
18926_gcn,6,1
8581_atel,0,0
8582_atel,1,0
8583_atel,0,0
8584_atel,1,0
8585_atel,0,0
18933_gcn,0,0
18932_gcn,0,0
8586_atel,8,1
8587_atel,8,1
8588_atel,0,0
18934_gcn,0,0
8590_atel,24,2
18937_gcn,0,0
8591_atel,15,2
8594_atel,1,0
18936_gcn,0,0
8592_atel,9,1
8589_atel,19,2
8593_atel,6,1
18944_gcn,0,0
8595_atel,9,1
8596_atel,1,0
18938_gcn,8,1
18939_gcn,2,0
18940_gcn,2,0
18941_gcn,3,1
18942_gcn,0,0
18943_gcn,0,0
18945_gcn,1,0
8597_atel,7,1
8598_atel,25,2
18946_gcn,0,0
8599_atel,1,0
8600_atel,0,0
8601_atel,0,0
8606_atel,1,0
8610_atel,0,0
8609_atel,1,0
8608_atel,1,0
8607_atel,1,0
8605_atel,0,0
8603_atel,2,0
8602_atel,0,0
18947_gcn,0,0
18948_gcn,0,0
18949_gcn,0,0
18950_gcn,0,0
8604_atel,0,0
8615_atel,6,1
8616_atel,5,1
8614_atel,2,0
8613_atel,0,0
8611_atel,0,0
8612_atel,0,0
18966_gcn,2,0
18952_gcn,15,2
8618_atel,1,0
18951_gcn,29,2
18962_gcn,0,0
18953_gcn,12,1
18954_gcn,10,1
18955_gcn,8,1
18956_gcn,9,1
18957_gcn,1,0
18958_gcn,4,1
18959_gcn,1,0
18960_gcn,0,0
18961_gcn,1,0
8619_atel,0,0
18963_gcn,0,0
8617_atel,0,0
18964_gcn,0,0
18965_gcn,3,1
8621_atel,2,0
8622_atel,0,0
18967_gcn,0,0
18970_gcn,2,0
18972_gcn,0,0
8623_atel,1,0
18969_gcn,1,0
8624_atel,0,0
18971_gcn,0,0
18968_gcn,0,0
8620_atel,1,0
18976_gcn,0,0
18978_gcn,0,0
18973_gcn,0,0
8625_atel,0,0
18974_gcn,0,0
18975_gcn,0,0
18977_gcn,0,0
8630_atel,0,0
18979_gcn,11,1
18986_gcn,0,0
18987_gcn,0,0
18985_gcn,1,0
18980_gcn,6,1
18981_gcn,2,0
18982_gcn,1,0
18984_gcn,1,0
8629_atel,0,0
8628_atel,1,0
8627_atel,0,0
8626_atel,4,1
18983_gcn,2,0
8632_atel,3,1
18989_gcn,0,0
8636_atel,0,0
18988_gcn,0,0
8634_atel,0,0
8633_atel,0,0
8635_atel,1,0
8631_atel,0,0
18990_gcn,0,0
8641_atel,0,0
18991_gcn,0,0
8643_atel,2,0
8640_atel,0,0
8642_atel,0,0
8637_atel,0,0
8638_atel,0,0
18992_gcn,0,0
8639_atel,0,0
8644_atel,0,0
18996_gcn,3,1
18993_gcn,4,1
8645_atel,0,0
18995_gcn,1,0
18994_gcn,0,0
8647_atel,0,0
8646_atel,0,0
19000_gcn,0,0
19001_gcn,0,0
8648_atel,0,0
18997_gcn,0,0
8649_atel,27,2
18998_gcn,0,0
18999_gcn,0,0
19003_gcn,0,0
19002_gcn,0,0
8650_atel,1,0
8651_atel,16,2
8652_atel,1,0
8653_atel,9,1
19004_gcn,0,0
8654_atel,15,2
8662_atel,12,1
8661_atel,0,0
19006_gcn,0,0
8655_atel,14,2
8659_atel,1,0
8658_atel,1,0
19005_gcn,0,0
8657_atel,13,1
8660_atel,0,0
8656_atel,0,0
8665_atel,9,1
8664_atel,10,1
8666_atel,1,0
8667_atel,5,1
8668_atel,8,1
8670_atel,0,0
8669_atel,0,0
19009_gcn,0,0
8663_atel,10,1
19008_gcn,0,0
19007_gcn,0,0
8678_atel,0,0
19010_gcn,0,0
8671_atel,0,0
8672_atel,0,0
8679_atel,0,0
8677_atel,7,1
8676_atel,0,0
8682_atel,0,0
8675_atel,2,0
8673_atel,4,1
8680_atel,2,0
8681_atel,0,0
8674_atel,2,0
8687_atel,0,0
8688_atel,11,1
8686_atel,4,1
8684_atel,22,2
19011_gcn,0,0
8685_atel,0,0
8689_atel,21,2
8690_atel,0,0
8683_atel,0,0
8691_atel,0,0
8694_atel,0,0
8693_atel,5,1
8692_atel,0,0
8697_atel,5,1
19012_gcn,0,0
8698_atel,3,1
8695_atel,0,0
8696_atel,1,0
8699_atel,1,0
19013_gcn,0,0
8700_atel,0,0
19015_gcn,1,0
19014_gcn,4,1
8701_atel,0,0
19017_gcn,0,0
19018_gcn,0,0
19019_gcn,0,0
19020_gcn,0,0
8702_atel,0,0
8703_atel,1,0
8704_atel,2,0
19016_gcn,0,0
19021_gcn,0,0
8710_atel,0,0
8709_atel,0,0
19022_gcn,0,0
8707_atel,1,0
8705_atel,4,1
8708_atel,0,0
8706_atel,3,1
8714_atel,0,0
8711_atel,0,0
8712_atel,2,0
8713_atel,0,0
8716_atel,1,0
19026_gcn,1,0
8715_atel,1,0
19038_gcn,0,0
19037_gcn,0,0
19036_gcn,0,0
19035_gcn,2,0
19034_gcn,0,0
19033_gcn,3,1
19032_gcn,0,0
19031_gcn,1,0
19039_gcn,0,0
19040_gcn,0,0
19029_gcn,6,1
19028_gcn,0,0
19027_gcn,0,0
19025_gcn,3,1
19024_gcn,1,0
19023_gcn,7,1
19030_gcn,0,0
19044_gcn,0,0
19045_gcn,0,0
19041_gcn,1,0
8717_atel,0,0
19043_gcn,1,0
19042_gcn,1,0
8718_atel,2,0
19053_gcn,0,0
19056_gcn,0,0
19055_gcn,0,0
19054_gcn,0,0
19052_gcn,0,0
19051_gcn,1,0
19049_gcn,0,0
19050_gcn,2,0
19047_gcn,0,0
19046_gcn,5,1
8721_atel,7,1
8720_atel,4,1
8719_atel,0,0
19048_gcn,0,0
19062_gcn,0,0
19064_gcn,1,0
19063_gcn,0,0
19061_gcn,3,1
8722_atel,31,2
19059_gcn,5,1
19057_gcn,5,1
8724_atel,0,0
19060_gcn,0,0
8723_atel,3,1
19058_gcn,3,1
19070_gcn,0,0
8725_atel,1,0
19068_gcn,0,0
19067_gcn,0,0
19066_gcn,1,0
8727_atel,0,0
19065_gcn,0,0
19071_gcn,0,0
19072_gcn,0,0
19069_gcn,0,0
8726_atel,0,0
8728_atel,0,0
8733_atel,1,0
8734_atel,0,0
8735_atel,3,1
19079_gcn,0,0
19080_gcn,3,1
8731_atel,0,0
19081_gcn,2,0
19078_gcn,0,0
8730_atel,0,0
8732_atel,0,0
8729_atel,20,2
19077_gcn,4,1
19076_gcn,0,0
19075_gcn,12,1
19074_gcn,0,0
19073_gcn,0,0
19094_gcn,0,0
19085_gcn,0,0
19086_gcn,0,0
19087_gcn,0,0
19088_gcn,1,0
8744_atel,0,0
19089_gcn,0,0
8743_atel,2,0
8742_atel,15,2
8741_atel,1,0
19090_gcn,0,0
8738_atel,2,0
19093_gcn,0,0
19091_gcn,0,0
8737_atel,18,2
8736_atel,3,1
19096_gcn,0,0
19092_gcn,3,1
19095_gcn,1,0
19084_gcn,0,0
8740_atel,4,1
19083_gcn,0,0
8739_atel,0,0
19082_gcn,6,1
19099_gcn,4,1
19101_gcn,0,0
19102_gcn,0,0
19098_gcn,10,1
19097_gcn,0,0
19100_gcn,0,0
8747_atel,3,1
8746_atel,20,2
8745_atel,0,0
8750_atel,0,0
8749_atel,0,0
8748_atel,1,0
19108_gcn,0,0
19107_gcn,9,1
8751_atel,9,1
19109_gcn,0,0
19110_gcn,4,1
19112_gcn,0,0
19106_gcn,0,0
19105_gcn,0,0
19111_gcn,0,0
19103_gcn,0,0
19104_gcn,1,0
8756_atel,0,0
19123_gcn,0,0
19122_gcn,0,0
19120_gcn,0,0
19119_gcn,0,0
19118_gcn,0,0
19117_gcn,0,0
19116_gcn,0,0
19115_gcn,0,0
19114_gcn,5,1
19113_gcn,1,0
19121_gcn,0,0
8755_atel,3,1
8754_atel,0,0
8753_atel,2,0
8752_atel,3,1
8760_atel,1,0
19125_gcn,0,0
19124_gcn,0,0
8758_atel,0,0
8757_atel,0,0
8759_atel,2,0
8764_atel,0,0
8762_atel,0,0
8763_atel,1,0
8761_atel,14,2
19129_gcn,0,0
19131_gcn,13,1
19132_gcn,5,1
19133_gcn,0,0
19134_gcn,4,1
19135_gcn,0,0
19136_gcn,8,1
19137_gcn,0,0
19130_gcn,0,0
8765_atel,0,0
19128_gcn,0,0
19126_gcn,23,2
8768_atel,3,1
8767_atel,2,0
8766_atel,0,0
19127_gcn,1,0
19148_gcn,0,0
19147_gcn,0,0
19146_gcn,0,0
19145_gcn,0,0
19144_gcn,4,1
19143_gcn,0,0
19142_gcn,5,1
19141_gcn,3,1
19139_gcn,0,0
19138_gcn,0,0
8769_atel,0,0
8770_atel,0,0
8771_atel,0,0
8773_atel,1,0
8772_atel,0,0
19140_gcn,1,0
19149_gcn,0,0
19150_gcn,1,0
8776_atel,1,0
19152_gcn,0,0
19153_gcn,0,0
8777_atel,7,1
19151_gcn,0,0
8780_atel,0,0
8779_atel,0,0
8778_atel,1,0
8775_atel,1,0
8774_atel,0,0
8783_atel,1,0
8782_atel,15,2
8781_atel,0,0
19154_gcn,0,0
19155_gcn,1,0
8786_atel,4,1
8785_atel,0,0
8784_atel,5,1
19157_gcn,0,0
19156_gcn,0,0
8789_atel,0,0
8787_atel,1,0
8788_atel,3,1
8796_atel,2,0
8790_atel,0,0
8791_atel,1,0
8792_atel,2,0
8793_atel,20,2
8794_atel,0,0
8797_atel,1,0
8795_atel,12,1
19164_gcn,2,0
19158_gcn,10,1
8799_atel,0,0
19162_gcn,3,1
19161_gcn,5,1
19160_gcn,0,0
19159_gcn,0,0
8798_atel,1,0
19163_gcn,0,0
8800_atel,5,1
8802_atel,2,0
8803_atel,1,0
19168_gcn,0,0
19167_gcn,1,0
19165_gcn,0,0
8801_atel,1,0
19166_gcn,1,0
8804_atel,0,0
8805_atel,1,0
19170_gcn,0,0
19169_gcn,0,0
8806_atel,0,0
19171_gcn,8,1
19172_gcn,1,0
8811_atel,3,1
8810_atel,0,0
8809_atel,4,1
8808_atel,0,0
8807_atel,0,0
19181_gcn,0,0
19173_gcn,1,0
19179_gcn,0,0
19174_gcn,6,1
19175_gcn,1,0
19176_gcn,0,0
19177_gcn,0,0
19180_gcn,0,0
19178_gcn,0,0
19188_gcn,0,0
8814_atel,1,0
8813_atel,2,0
8812_atel,3,1
19182_gcn,14,2
19187_gcn,4,1
19183_gcn,0,0
19189_gcn,0,0
19185_gcn,5,1
19186_gcn,0,0
19191_gcn,3,1
19190_gcn,0,0
19184_gcn,0,0
19193_gcn,0,0
8819_atel,0,0
19195_gcn,0,0
19196_gcn,3,1
19197_gcn,1,0
19194_gcn,0,0
8818_atel,2,0
8817_atel,2,0
8816_atel,0,0
8815_atel,0,0
8820_atel,1,0
8821_atel,11,1
19203_gcn,0,0
8830_atel,0,0
8828_atel,0,0
8827_atel,1,0
8826_atel,1,0
8825_atel,19,2
8824_atel,0,0
8823_atel,0,0
8829_atel,0,0
19198_gcn,0,0
19201_gcn,0,0
8822_atel,0,0
19200_gcn,2,0
19204_gcn,2,0
19202_gcn,0,0
19199_gcn,0,0
19206_gcn,0,0
19207_gcn,0,0
8834_atel,9,1
8833_atel,1,0
8835_atel,5,1
19205_gcn,0,0
8832_atel,9,1
8841_atel,1,0
8842_atel,1,0
8840_atel,0,0
8839_atel,5,1
8838_atel,0,0
8836_atel,0,0
8837_atel,0,0
19208_gcn,0,0
8843_atel,0,0
8844_atel,1,0
19209_gcn,0,0
8845_atel,0,0
8846_atel,0,0
19210_gcn,0,0
19212_gcn,0,0
8850_atel,0,0
19213_gcn,4,1
8847_atel,0,0
8848_atel,1,0
19211_gcn,6,1
8849_atel,4,1
8855_atel,0,0
19217_gcn,0,0
19218_gcn,0,0
19219_gcn,0,0
19216_gcn,0,0
8856_atel,5,1
19215_gcn,0,0
8854_atel,3,1
8853_atel,0,0
8852_atel,0,0
19214_gcn,0,0
8851_atel,1,0
19220_gcn,0,0
8859_atel,1,0
8858_atel,9,1
8857_atel,5,1
8862_atel,0,0
8865_atel,2,0
8864_atel,0,0
8863_atel,1,0
19221_gcn,1,0
8861_atel,0,0
8868_atel,1,0
8869_atel,3,1
8870_atel,0,0
8871_atel,0,0
19227_gcn,2,0
19228_gcn,2,0
19226_gcn,0,0
19229_gcn,1,0
19224_gcn,2,0
19223_gcn,5,1
19230_gcn,0,0
19222_gcn,10,1
19231_gcn,0,0
8866_atel,0,0
8867_atel,0,0
19225_gcn,0,0
19232_gcn,0,0
19233_gcn,0,0
8872_atel,14,2
19234_gcn,0,0
8873_atel,2,0
19235_gcn,12,1
19237_gcn,4,1
19238_gcn,0,0
19236_gcn,5,1
8877_atel,0,0
8875_atel,0,0
8876_atel,0,0
8874_atel,0,0
19241_gcn,0,0
19242_gcn,1,0
19243_gcn,2,0
19239_gcn,0,0
19240_gcn,0,0
8878_atel,0,0
8879_atel,4,1
19248_gcn,0,0
19246_gcn,0,0
8880_atel,0,0
19245_gcn,1,0
19244_gcn,0,0
19247_gcn,0,0
8881_atel,14,2
8882_atel,2,0
8885_atel,2,0
8884_atel,12,1
8883_atel,0,0
8887_atel,0,0
8886_atel,0,0
8888_atel,2,0
8893_atel,3,1
8892_atel,1,0
8894_atel,0,0
19249_gcn,0,0
19250_gcn,0,0
19251_gcn,5,1
19252_gcn,1,0
8891_atel,0,0
8890_atel,1,0
8889_atel,0,0
19254_gcn,0,0
19255_gcn,1,0
19256_gcn,0,0
8895_atel,0,0
8896_atel,0,0
19253_gcn,0,0
8897_atel,0,0
8898_atel,1,0
19257_gcn,0,0
19258_gcn,0,0
8902_atel,0,0
8900_atel,4,1
8899_atel,0,0
8904_atel,1,0
8903_atel,1,0
8905_atel,0,0
8901_atel,0,0
8906_atel,0,0
8907_atel,3,1
8908_atel,0,0
8909_atel,2,0
8910_atel,1,0
8912_atel,2,0
8911_atel,0,0
8913_atel,3,1
8914_atel,11,1
8915_atel,1,0
8917_atel,0,0
8918_atel,0,0
8916_atel,2,0
19259_gcn,1,0
8920_atel,0,0
8922_atel,0,0
8921_atel,0,0
8919_atel,0,0
19260_gcn,10,1
19262_gcn,3,1
19263_gcn,1,0
19264_gcn,0,0
8926_atel,0,0
8925_atel,0,0
8924_atel,0,0
8923_atel,0,0
19265_gcn,1,0
19266_gcn,0,0
19267_gcn,0,0
19261_gcn,4,1
19269_gcn,2,0
19268_gcn,0,0
8927_atel,2,0
19271_gcn,16,2
19275_gcn,1,0
19276_gcn,1,0
8932_atel,2,0
8931_atel,0,0
8930_atel,0,0
8929_atel,0,0
8928_atel,0,0
19272_gcn,7,1
19277_gcn,2,0
19278_gcn,0,0
19273_gcn,2,0
19274_gcn,4,1
19270_gcn,0,0
19285_gcn,0,0
8936_atel,0,0
8935_atel,0,0
8934_atel,0,0
19288_gcn,0,0
19289_gcn,0,0
8933_atel,0,0
19290_gcn,0,0
19291_gcn,0,0
19292_gcn,0,0
19293_gcn,0,0
19294_gcn,0,0
19287_gcn,1,0
19281_gcn,2,0
19286_gcn,0,0
19279_gcn,8,1
19284_gcn,0,0
19280_gcn,1,0
19295_gcn,0,0
19282_gcn,0,0
19283_gcn,2,0
19309_gcn,0,0
19308_gcn,0,0
19307_gcn,0,0
19306_gcn,0,0
19305_gcn,0,0
19296_gcn,0,0
19303_gcn,0,0
19302_gcn,0,0
19300_gcn,0,0
19299_gcn,2,0
19298_gcn,4,1
19297_gcn,0,0
19304_gcn,1,0
19301_gcn,0,0
8941_atel,0,0
8938_atel,2,0
8937_atel,0,0
8939_atel,1,0
8940_atel,12,1
8942_atel,6,1
8943_atel,0,0
8944_atel,22,2
8945_atel,0,0
19310_gcn,0,0
19311_gcn,0,0
8946_atel,1,0
8947_atel,0,0
19313_gcn,0,0
19312_gcn,0,0
8949_atel,0,0
19314_gcn,0,0
8948_atel,0,0
8951_atel,0,0
8952_atel,0,0
8953_atel,0,0
8954_atel,0,0
8955_atel,0,0
8956_atel,0,0
19315_gcn,0,0
8957_atel,7,1
8950_atel,12,1
8958_atel,0,0
8959_atel,0,0
8961_atel,0,0
8962_atel,2,0
8963_atel,0,0
8960_atel,1,0
19322_gcn,0,0
19316_gcn,7,1
19317_gcn,2,0
19318_gcn,2,0
19319_gcn,0,0
8964_atel,0,0
19323_gcn,0,0
19321_gcn,0,0
19320_gcn,0,0
19324_gcn,0,0
19325_gcn,0,0
8968_atel,0,0
8967_atel,0,0
8966_atel,0,0
8965_atel,0,0
8970_atel,0,0
19326_gcn,3,1
8971_atel,10,1
19327_gcn,1,0
8969_atel,1,0
8972_atel,0,0
8973_atel,0,0
8974_atel,0,0
8975_atel,1,0
8976_atel,0,0
19328_gcn,0,0
8979_atel,19,2
8978_atel,0,0
19330_gcn,0,0
19331_gcn,2,0
19332_gcn,0,0
8977_atel,10,1
19329_gcn,6,1
19333_gcn,2,0
19334_gcn,0,0
8981_atel,0,0
8980_atel,0,0
8982_atel,1,0
8983_atel,1,0
19337_gcn,0,0
8984_atel,0,0
19336_gcn,1,0
19335_gcn,4,1
19338_gcn,1,0
19341_gcn,0,0
19342_gcn,0,0
19340_gcn,1,0
8985_atel,0,0
19339_gcn,0,0
19344_gcn,3,1
19355_gcn,0,0
19354_gcn,0,0
19353_gcn,0,0
19352_gcn,0,0
8986_atel,8,1
19343_gcn,11,1
8987_atel,0,0
19349_gcn,3,1
19348_gcn,0,0
19347_gcn,2,0
19345_gcn,0,0
19350_gcn,2,0
19351_gcn,2,0
8999_atel,0,0
8998_atel,2,0
19356_gcn,0,0
19357_gcn,0,0
8996_atel,0,0
8995_atel,0,0
8994_atel,0,0
8993_atel,0,0
8992_atel,0,0
8991_atel,1,0
8990_atel,0,0
8997_atel,0,0
8989_atel,0,0
8988_atel,1,0
9006_atel,0,0
9000_atel,15,2
19359_gcn,0,0
9003_atel,0,0
19360_gcn,0,0
19358_gcn,0,0
9001_atel,2,0
9004_atel,0,0
9002_atel,0,0
9007_atel,0,0
9008_atel,0,0
9005_atel,0,0
19361_gcn,0,0
19362_gcn,0,0
19363_gcn,5,1
19364_gcn,1,0
